id,first_name,last_name,phone,email,birth_date,status,created_at
abc50563-a3f1-49af-9e25-b4268912b917,Client9755,Test9755,+790000009755,client9755@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
32b16fff-6a7e-40df-87e1-9b97849d7e51,Client9630,Test9630,+790000009630,client9630@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
145c9e81-76e4-4eb9-9c32-0e04bb32ce77,Client9756,Test9756,+790000009756,client9756@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
03428998-c11a-4d66-b79f-be01bf782fb3,Client9986,Test9986,+790000009986,client9986@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
cb4f4301-70ce-433b-ac02-a6e058a25f73,Client9501,Test9501,+790000009501,client9501@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
62aee94b-d956-4b2d-823e-dd82c8cb2444,Client9438,Test9438,+790000009438,client9438@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
1ff6e5fb-90d2-43e9-be8a-38494c3d8e8c,Client9566,Test9566,+790000009566,client9566@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
92e9b9f9-416d-425e-9ebc-96a367ecf7b3,Client9629,Test9629,+790000009629,client9629@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ffe093d6-f3f4-476a-b784-878e441f4a80,Client9692,Test9692,+790000009692,client9692@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
5ad061fe-13a7-40ad-983d-a4a3bb05ba3e,Client9754,Test9754,+790000009754,client9754@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0aa1d50c-7acd-41b7-807e-98294246a142,Client9818,Test9818,+790000009818,client9818@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ee124d9f-91be-4172-a1ec-22edb3c20bcd,Client9881,Test9881,+790000009881,client9881@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
9f1471ec-162e-4120-ad13-3ef3adb647d5,Client9944,Test9944,+790000009944,client9944@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
79227441-f141-4ecd-908b-8b1f324237a1,Client9983,Test9983,+790000009983,client9983@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0b692b44-d8cc-4e3f-bf8a-00ccae1bf11e,Client9502,Test9502,+790000009502,client9502@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
36491814-e322-4431-a0eb-4b95c71c0cd9,Client9375,Test9375,+790000009375,client9375@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
dabad292-bdd7-453e-a0a3-c4bb53e9d06e,Client9312,Test9312,+790000009312,client9312@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e7df2411-fd1f-471f-bf6e-94fc2957dea1,Client9376,Test9376,+790000009376,client9376@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
038d7f46-6c67-45ca-be90-12a1559157aa,Client9503,Test9503,+790000009503,client9503@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
59901a96-5c02-4748-9962-bc7fbf963d62,Client9246,Test9246,+790000009246,client9246@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
d33fb379-84ef-460d-bb9f-a7357b89b0c9,Client9215,Test9215,+790000009215,client9215@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
4127197b-9488-419f-b216-77c621d8d383,Client9247,Test9247,+790000009247,client9247@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
21c80d2e-39d6-4247-836c-73faf02fe9bc,Client9280,Test9280,+790000009280,client9280@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6955aa7c-e6cb-4918-a77f-ceb1ce2ae5eb,Client9311,Test9311,+790000009311,client9311@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b65637e5-f72b-4299-b7a1-d40615a78f69,Client9343,Test9343,+790000009343,client9343@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
4a79ef9e-6b9b-4dad-bdba-b7bda0d797db,Client9374,Test9374,+790000009374,client9374@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
55ff39fa-46eb-446a-a323-bedac8779722,Client9406,Test9406,+790000009406,client9406@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
763172d4-c5f2-4196-bac6-504c4b739c77,Client9437,Test9437,+790000009437,client9437@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
618c66b2-926c-4e48-93f5-ed492d430bbd,Client9469,Test9469,+790000009469,client9469@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ae5bab5d-5937-43d6-93bb-1ce2bc53cde8,Client9500,Test9500,+790000009500,client9500@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
eac9f1ad-b5eb-47ef-9362-1f1d57275ed7,Client9534,Test9534,+790000009534,client9534@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ae9abbdc-2f44-461a-8345-35f04677bcb8,Client9565,Test9565,+790000009565,client9565@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e6ab45a1-ce1b-4da5-b004-16c10c693c6a,Client9597,Test9597,+790000009597,client9597@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e95fa9dd-e704-4bbc-b13f-c2c0ba9cceed,Client9628,Test9628,+790000009628,client9628@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0e9e0165-5201-4917-a103-f047c3888983,Client9660,Test9660,+790000009660,client9660@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
a29c6ff2-9460-4704-901f-81d2c259061d,Client9691,Test9691,+790000009691,client9691@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6e7fe4ef-047d-4cb6-b2c2-5bce5acd74fb,Client9722,Test9722,+790000009722,client9722@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c311309a-44cc-4a26-8f4c-8a1ce680021e,Client9753,Test9753,+790000009753,client9753@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
1d37caf2-696b-41f2-9a0f-afe99a992bd5,Client9786,Test9786,+790000009786,client9786@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
bd9b855c-0fd4-4c92-b20c-0acdf4e75274,Client9817,Test9817,+790000009817,client9817@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0d50725d-44b3-45c7-af3b-bae60f206bc6,Client9849,Test9849,+790000009849,client9849@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
baef3b66-ff87-475c-9b9f-a70506fad937,Client9880,Test9880,+790000009880,client9880@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e7e2492f-3e5e-484f-bdf9-aeabba61605d,Client9912,Test9912,+790000009912,client9912@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
dc466c4b-b908-44ef-8be5-31d105c14770,Client9943,Test9943,+790000009943,client9943@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
1865c56a-fedd-4334-a980-3e9cc8bc1ac6,Client9967,Test9967,+790000009967,client9967@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c303b62e-7ff6-4f5f-9219-4e6c99ee9abd,Client9982,Test9982,+790000009982,client9982@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
151d9651-0d67-4c1a-a969-536c399ac470,Client9183,Test9183,+790000009183,client9183@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
f679108f-e660-4035-8137-bd6a01d48497,Client9152,Test9152,+790000009152,client9152@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
af1a40bd-385d-4d76-96c6-9506d278b8d0,Client9184,Test9184,+790000009184,client9184@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b8fcb53b-b023-4293-9a1e-0c78b7f22553,Client9248,Test9248,+790000009248,client9248@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
30796434-8931-4f1f-a5b2-a72c083e1679,Client9119,Test9119,+790000009119,client9119@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e735dcdf-d12b-4b26-be0e-0fa1d5c3051c,Client9104,Test9104,+790000009104,client9104@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
aa779d97-6574-4cfd-869d-afc0223cb1d3,Client9120,Test9120,+790000009120,client9120@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
80c0ea5d-5001-4000-8e87-0863a5b0a0be,Client9089,Test9089,+790000009089,client9089@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
26628205-ad26-4ff9-9c3e-63b0147a01d0,Client9136,Test9136,+790000009136,client9136@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
538608b3-83f6-43c4-9403-8e408a658fb3,Client9151,Test9151,+790000009151,client9151@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
55d52387-ce34-49f8-9508-05fc3f9a4ca2,Client9167,Test9167,+790000009167,client9167@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
7994db62-940c-4957-b6fc-a0807773fe15,Client9182,Test9182,+790000009182,client9182@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
53443abf-e3fb-4ba3-8633-28ee6e22fff1,Client9199,Test9199,+790000009199,client9199@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b091de5e-2f5b-468e-a80b-9347e1ce2b86,Client9214,Test9214,+790000009214,client9214@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
29b496c2-89f1-4208-9a1b-61606dd82bb6,Client9230,Test9230,+790000009230,client9230@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
341b7f91-4cb3-4e47-a53a-ac7bbb07bd6e,Client9245,Test9245,+790000009245,client9245@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
05b26af1-7e2b-4838-b6df-664c6220fa63,Client9264,Test9264,+790000009264,client9264@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
a7475816-3d1c-488b-9dd0-d43bc61f05c9,Client9279,Test9279,+790000009279,client9279@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
5eaa7c53-023f-4cb1-96c9-705317c40659,Client9295,Test9295,+790000009295,client9295@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
7a33cb91-c935-43c1-bffe-49a23fc71b2e,Client9310,Test9310,+790000009310,client9310@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
8dc0abdd-47dd-40c8-9e99-2e96483cd512,Client9327,Test9327,+790000009327,client9327@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b3a7c456-5761-45d6-a0a1-e97c44fd7573,Client9342,Test9342,+790000009342,client9342@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3f88f2d1-3cd7-469d-9d95-f77b14438247,Client9358,Test9358,+790000009358,client9358@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
59763959-ec1c-4c68-8a77-257e3a946098,Client9373,Test9373,+790000009373,client9373@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
5a72f6b5-a49a-4b0e-9dcc-1f817324110a,Client9390,Test9390,+790000009390,client9390@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
89bc59a8-55ff-4ea0-807f-0409a8d110ed,Client9405,Test9405,+790000009405,client9405@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b269e179-dc4f-4589-b4fc-7fe6afeeabe6,Client9421,Test9421,+790000009421,client9421@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
abe0ef29-b2a5-4836-bd91-bbe8514bb06d,Client9436,Test9436,+790000009436,client9436@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
2c9bd5b0-9a44-4b7d-a81d-d44f61aa402b,Client9453,Test9453,+790000009453,client9453@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
872f593e-312f-43ba-ab8c-dd91dae914b6,Client9468,Test9468,+790000009468,client9468@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
f797a02a-673a-411d-af3c-adc12acb0a96,Client9484,Test9484,+790000009484,client9484@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
03ba2b93-c956-4c7a-b94b-87161ed13c84,Client9499,Test9499,+790000009499,client9499@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
393011dd-ae96-4d20-8acd-be21af82089f,Client9518,Test9518,+790000009518,client9518@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e15f9d54-06e4-4fcc-b12b-bc60ca669622,Client9533,Test9533,+790000009533,client9533@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
aac5ec37-78fa-4b60-ba45-6afaa25cc029,Client9549,Test9549,+790000009549,client9549@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3cb13193-08f6-41b5-8d67-e720cd5081d2,Client9564,Test9564,+790000009564,client9564@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
30096488-5d97-4c57-8da4-7415eb7d82f1,Client9581,Test9581,+790000009581,client9581@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
9f358041-8883-44fe-b6b3-b41feedd1a2f,Client9596,Test9596,+790000009596,client9596@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
593d7f7f-e99e-4880-9063-61dcb7950c32,Client9612,Test9612,+790000009612,client9612@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
e2156759-2cb2-450c-b1a7-fa93bca890d3,Client9627,Test9627,+790000009627,client9627@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
13cec72b-005a-46ea-b8f9-46fd199aa15e,Client9644,Test9644,+790000009644,client9644@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
621900bd-cbee-408c-bb06-ecce7a174e1a,Client9659,Test9659,+790000009659,client9659@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
5a35270f-1e71-4d34-96c1-2bba92a43309,Client9675,Test9675,+790000009675,client9675@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0b0fa197-87fd-4f99-bb47-5be2d82593b6,Client9690,Test9690,+790000009690,client9690@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
a8b6c65b-6fda-41ae-bb05-2afb335c8322,Client9706,Test9706,+790000009706,client9706@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
80c404e6-0650-4724-a977-8a72e7b781ea,Client9721,Test9721,+790000009721,client9721@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c9041c83-054e-4c30-a538-c53982b777ba,Client9737,Test9737,+790000009737,client9737@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
079eb863-f234-4fd4-9398-463713a84681,Client9752,Test9752,+790000009752,client9752@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
9c26469a-563a-4ce2-b98e-7a924470c83b,Client9770,Test9770,+790000009770,client9770@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
d9551578-c362-4298-9d67-8c52a160c53b,Client9785,Test9785,+790000009785,client9785@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
f65c08bc-f26c-40b8-aef5-532290d73051,Client9801,Test9801,+790000009801,client9801@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
10d0fa3e-79fb-49bb-855f-22b2cb51c1dd,Client9816,Test9816,+790000009816,client9816@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
df5dc191-4778-4361-8acc-ca8c0264f636,Client9833,Test9833,+790000009833,client9833@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
af9d989b-7644-4673-bf60-1c1f98511afd,Client9848,Test9848,+790000009848,client9848@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
54620ba5-f58f-45e3-b56e-21b9c1e24bce,Client9864,Test9864,+790000009864,client9864@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
aa542a9f-dfb8-4900-8a0f-1dc930823dba,Client9879,Test9879,+790000009879,client9879@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3a9182a5-0e10-49cb-a750-7e68bc0584bd,Client9896,Test9896,+790000009896,client9896@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
baf414d7-b7a5-4529-b339-4f5d425694c3,Client9911,Test9911,+790000009911,client9911@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3f37e8c2-7126-402f-a45e-cf291ec22472,Client9927,Test9927,+790000009927,client9927@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
91fa328d-28f3-4413-9feb-e4a8b31b1182,Client9942,Test9942,+790000009942,client9942@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
5c2b1d6c-5525-485f-adb7-f07105d1f237,Client9958,Test9958,+790000009958,client9958@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b50a4817-e321-4e05-a85b-5f4407053c0b,Client9966,Test9966,+790000009966,client9966@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
18d8906a-1227-4176-8e00-cbe42200f46e,Client9974,Test9974,+790000009974,client9974@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c43bfbfb-7e08-434f-ab1d-af7cab206600,Client9981,Test9981,+790000009981,client9981@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
fba12d61-fcc1-4394-8e9d-b709ba65138c,Client9074,Test9074,+790000009074,client9074@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6977d752-d064-432b-973f-cd8bec1a60f0,Client9090,Test9090,+790000009090,client9090@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
cc08d827-bf13-4d6a-93f9-4dbc16bb2d38,Client9121,Test9121,+790000009121,client9121@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3f31d85f-677d-4cad-8a12-e25faea9a373,Client9057,Test9057,+790000009057,client9057@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
35360b7e-3240-4d98-9e83-86b5bbabf576,Client9050,Test9050,+790000009050,client9050@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c4bfb38a-9f25-496c-885f-02bd4fc2a1c4,Client9058,Test9058,+790000009058,client9058@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ce9816bd-6c79-4d04-bbc6-3a117dde03df,Client9042,Test9042,+790000009042,client9042@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
fad4cea3-daee-4f07-9ed0-30b1b68d142b,Client9035,Test9035,+790000009035,client9035@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
57f9bfef-de96-4646-bbc0-d4cf8d9a72ef,Client9066,Test9066,+790000009066,client9066@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
cb95024c-61fd-422a-89e7-1c789d640ce5,Client9073,Test9073,+790000009073,client9073@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
dd89e3d4-4b89-4004-8cf2-88b609488691,Client9081,Test9081,+790000009081,client9081@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
8b3f0fe6-c83e-40e3-8ddc-61d7f4274048,Client9088,Test9088,+790000009088,client9088@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
689d4939-16d9-4aeb-9e18-50b3c37fefb1,Client9096,Test9096,+790000009096,client9096@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0cc05f1c-964e-4bbf-97dc-618e2652eede,Client9103,Test9103,+790000009103,client9103@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
01e3a2a5-1884-4a26-8ebc-0b9e8de38f7a,Client9111,Test9111,+790000009111,client9111@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
ec1db92f-7221-4297-8dce-668178f764bd,Client9118,Test9118,+790000009118,client9118@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c1fae85a-002f-4bc2-b9a0-98a7ac8ed392,Client9128,Test9128,+790000009128,client9128@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6f26e40d-2f10-4623-a48c-c11998495b5d,Client9135,Test9135,+790000009135,client9135@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6be0570f-b19d-4313-a466-fbb674f21412,Client9143,Test9143,+790000009143,client9143@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
8e16f65d-1c41-4145-830f-f7a0c36a4e5b,Client9150,Test9150,+790000009150,client9150@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
aeabf607-64ec-48ec-bbdb-560a9444101e,Client9159,Test9159,+790000009159,client9159@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
9f5ee83d-a615-4f92-ae3c-e9e4d2ba112f,Client9166,Test9166,+790000009166,client9166@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
311fb3be-c40b-41fa-b79e-70f689e896cf,Client9174,Test9174,+790000009174,client9174@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
02485063-ff5c-4da9-af99-7758b552b9ea,Client9181,Test9181,+790000009181,client9181@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c4a4e605-9c4b-4962-886e-72af1795383c,Client9191,Test9191,+790000009191,client9191@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
c6aa72db-8b93-47bb-8525-0a47adf6080a,Client9198,Test9198,+790000009198,client9198@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
1c7447f7-d6e1-4e71-9e88-38b9707b5de8,Client9206,Test9206,+790000009206,client9206@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0ea01a7c-8075-4ae1-9327-10079673122f,Client9213,Test9213,+790000009213,client9213@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
7c39bed2-e993-4e55-a6fe-f46afdb4e70f,Client9222,Test9222,+790000009222,client9222@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
087b5150-e13a-4751-9646-1af460ceaa3a,Client9229,Test9229,+790000009229,client9229@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
b920bc8d-6703-4e0a-bd00-5d1e214eefb2,Client9237,Test9237,+790000009237,client9237@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
05511524-669a-4d33-9072-cdd238579be8,Client9244,Test9244,+790000009244,client9244@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
593c2a68-2c69-4c7e-958f-14b976c72c59,Client9256,Test9256,+790000009256,client9256@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
52f2d8f5-eabe-4350-9558-36d81ffa602a,Client9263,Test9263,+790000009263,client9263@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
fa68708c-0f19-4d10-b533-18b360a9b62b,Client9271,Test9271,+790000009271,client9271@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
d14c05dc-7cec-4513-94fa-2a420ad11a2e,Client9278,Test9278,+790000009278,client9278@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
d7200b12-e2fe-4ab8-a2e3-18d5ef3a1928,Client9287,Test9287,+790000009287,client9287@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
8b0fb639-b463-40d6-b6b3-881097a2f106,Client9294,Test9294,+790000009294,client9294@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
bf69b408-1e62-4592-8af0-c7a669f072a7,Client9302,Test9302,+790000009302,client9302@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
fc4e62f0-24be-4145-93bc-3378249ff14b,Client9309,Test9309,+790000009309,client9309@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
12e91985-c7f5-4e2f-ba0b-10c92c7d8c71,Client9319,Test9319,+790000009319,client9319@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
8a23c424-86ea-4594-94bd-38867a3f8034,Client9326,Test9326,+790000009326,client9326@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
79143561-cfcf-45eb-a2f8-cec45ec5e1fc,Client9334,Test9334,+790000009334,client9334@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
6678dfe3-84cf-4293-a95d-2eb3c79de3ed,Client9341,Test9341,+790000009341,client9341@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
0bad6d8d-dc0a-49a3-a7a7-0e7b111ad0bd,Client9350,Test9350,+790000009350,client9350@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
85262a94-761a-4b8a-81b3-cb2a378f6bd9,Client9357,Test9357,+790000009357,client9357@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
930ed273-52d5-496b-8413-cb3a518e51cc,Client9365,Test9365,+790000009365,client9365@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
3325299e-9957-47af-9ce0-0d09e71f0551,Client9372,Test9372,+790000009372,client9372@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
50dd4deb-b37a-4704-8988-dc4a51848ce1,Client9382,Test9382,+790000009382,client9382@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
02553a4e-0e7f-4279-9359-13cb22d24f72,Client9389,Test9389,+790000009389,client9389@test.com,,ACTIVE,2026-06-14T21:55:21.280056+03:00
